org_name,org_city,org_state,lat,lon,week,current_loss,current_grant_loss,current_econ_loss,current_job_loss,overall_loss,overall_grant_loss,overall_econ_loss,overall_job_loss
New York University,New York,NY,40.72966,-73.99702,2025-09-26,3314496.08,11,8750269.6512,46.034667777777784,3314496.08,11,8750269.6512,46.034667777777784
North Carolina A&T State University,Greensboro,NC,36.07418,-79.77596,2025-09-26,5246251.029999999,8,13850102.719199998,72.86459763888888,5246251.029999999,8,13850102.719199998,72.86459763888888
North Carolina Central University,Durham,NC,35.97394,-78.89891,2025-09-26,2318974.34,3,6122092.2576,32.20797694444445,2318974.34,3,6122092.2576,32.20797694444445
North Carolina State University Raleigh,Raleigh,NC,35.78468,-78.67723,2025-09-26,4272804.105485662,9,11280202.838482147,59.34450146507864,5230252.225485662,10,13807865.875282148,72.6423920206342
North Dakota State University Fargo,Fargo,ND,46.89295,-96.80103,2025-09-26,642099.0599999999,4,1695141.5184,8.9180425,642099.0599999999,4,1695141.5184,8.9180425
Northeastern University,Boston,MA,42.34005,-71.08889,2025-09-26,5832929.26,3,15398933.2464,81.0129063888889,5832929.26,4,15398933.2464,81.0129063888889
Northern Arizona University,Flagstaff,AZ,35.19311,-111.65634,2025-09-26,2589619.6500000004,4,6836595.876000001,35.96693958333334,2589619.6500000004,4,6836595.876000001,35.96693958333334
Northern Illinois University,Dekalb,IL,41.93398,-88.77985,2025-09-26,216046.04,1,570361.5456000001,3.000639444444445,216046.04,1,570361.5456000001,3.000639444444445
Northern Kentucky University,Newport,KY,39.03351,-84.45905,2025-09-26,44648.04,1,117870.82560000001,0.6201116666666667,44648.04,1,117870.82560000001,0.6201116666666667
Northern Virginia Community College,Annandale,VA,38.83321,-77.23655,2025-09-26,712037.0370370371,1,1879777.777777778,9.88940329218107,712037.0370370371,1,1879777.777777778,9.88940329218107
Northwest Indian College,Bellingham,WA,48.79258,-122.61576,2025-09-26,12668.369999999999,1,33444.4968,0.17594958333333333,12668.369999999999,1,33444.4968,0.17594958333333333
Northwestern University,Evanston,IL,42.05048,-87.68005,2025-09-26,5570416.949999999,11,14705900.747999998,77.36690208333333,5570416.949999999,11,14705900.747999998,77.36690208333333
Nova Southeastern University,Ft Lauderdale,FL,26.07803,-80.24377,2025-09-26,111480.40000000002,1,294308.25600000005,1.5483388888888894,111480.40000000002,1,294308.25600000005,1.5483388888888894
Oakland University,Rochester,MI,42.67251,-83.21576,2025-09-26,271587.827219917,2,716991.8638605808,3.77205315583218,271587.827219917,2,716991.8638605808,3.77205315583218
Oberlin College,Oberlin,OH,41.29359,-82.22363,2025-09-26,52515.75,1,138641.58000000002,0.7293854166666667,52515.75,1,138641.58000000002,0.7293854166666667
Occidental College,Los Angeles,CA,34.12736,-118.21048,2025-09-26,173313.47999999998,1,457547.58719999995,2.4071316666666664,173313.47999999998,1,457547.58719999995,2.4071316666666664
Ohio State University,Columbus,OH,39.9996,-83.03313,2025-09-26,3902650.4299999997,10,10302997.1352,54.20347819444444,3902650.4299999997,10,10302997.1352,54.20347819444444
Oklahoma State University Stillwater,Stillwater,OK,36.11563,-97.05804,2025-09-26,1120141.94,1,2957174.7216,15.557526944444444,1120141.94,1,2957174.7216,15.557526944444444
Old Dominion University,Norfolk,VA,36.88899,-76.30348,2025-09-26,607056.23,2,1602628.4472,8.431336527777779,607056.23,2,1602628.4472,8.431336527777779
Oregon Museum of Science and Industry,Portland,OR,45.5104,-122.66717,2025-09-26,1544455.28,2,4077361.9392000004,21.45076777777778,1544455.28,2,4077361.9392000004,21.45076777777778
Oregon State University,Corvallis,OR,44.56392,-123.27464,2025-09-26,3301842,3,8716862.88,45.858916666666666,3301842,3,8716862.88,45.858916666666666
PBS Foundation,Arlington,VA,38.86208,-77.05098,2025-09-26,197281,1,520821.84,2.740013888888889,197281,1,520821.84,2.740013888888889
Pacific Resources for Education and Learning,Honolulu,HI,21.3084,-157.86278,2025-09-26,1197679.11,1,3161872.8504000003,16.634432083333337,1197679.11,1,3161872.8504000003,16.634432083333337
Pennsylvania State University - University Park,University Park,PA,40.87072,-77.83415,2025-09-26,808449.2106764168,3,2134305.9161857404,11.228461259394678,808449.2106764168,3,2134305.9161857404,11.228461259394678
Pepperdine University,Malibu,CA,34.03912,-118.70565,2025-09-26,1234349.92,1,3258683.7887999997,17.14374888888889,1234349.92,1,3258683.7887999997,17.14374888888889
Pharmacoustics Technologies LLC,Potsdam,NY,44.68423,-74.97973,2025-09-26,462167.6,1,1220122.464,6.4189944444444444,462167.6,1,1220122.464,6.4189944444444444
Portland State University,Portland,OR,45.51201,-122.67948,2025-09-26,1625349.4446296298,5,4290922.533822223,22.57429784207819,1625349.4446296298,5,4290922.533822223,22.57429784207819
Prairie View A&M University,Prairie View,TX,30.08133,-95.99286,2025-09-26,1087001.77,1,2869684.6728000003,15.097246805555557,1087001.77,1,2869684.6728000003,15.097246805555557
Pratt Institute,Brooklyn,NY,40.69158,-73.96391,2025-09-26,1729372.1400000001,1,4565542.449600001,24.019057500000002,1729372.1400000001,1,4565542.449600001,24.019057500000002
Princeton University,Princeton,NJ,40.34544,-74.65587,2025-09-26,429654.14999999997,3,1134286.956,5.96741875,429654.14999999997,3,1134286.956,5.96741875
Public Policy Lab,Brooklyn,NY,40.70408,-73.98703,2025-09-26,1078880,1,2848243.2,14.984444444444446,1078880,1,2848243.2,14.984444444444446
Purdue University,West Lafayette,IN,40.41872,-86.91036,2025-09-26,4870559.8,12,12858277.872,67.6466638888889,5635916.26,13,14878818.9264,78.27661472222222
Rand Corporation,Santa Monica,CA,34.00966,-118.49094,2025-09-26,77385.59999999998,1,204297.98399999994,1.0747999999999998,77385.59999999998,1,204297.98399999994,1.0747999999999998
Regents of the University of Idaho,Moscow,ID,46.72738,-117.02348,2025-09-26,1103534.2599999998,2,2913330.4463999993,15.32686472222222,1103534.2599999998,2,2913330.4463999993,15.32686472222222
Regis College,Weston,MA,42.35029,-71.30895,2025-09-26,260768.24,1,688428.1536,3.6217811111111113,260768.24,1,688428.1536,3.6217811111111113
Rensselaer Polytechnic Institute,Troy,NY,42.73286,-73.68349,2025-09-26,0,0,0,0,0.17999999999301508,1,0.4751999999815598,2.4999999999029874e-6
Research Foundation of the City University of New York,New York,NY,40.75572,-73.98886,2025-09-26,503346.60648994514,2,1328835.0411334552,6.990925090138127,503346.60648994514,2,1328835.0411334552,6.990925090138127
Reuben H. Fleet Science Center,San Diego,CA,32.73086,-117.14697,2025-09-26,3350118.38,1,8844312.5232,46.529421944444444,3350118.38,1,8844312.5232,46.529421944444444
Rio Hondo College,City Of Industry,CA,34.01947,-118.0338,2025-09-26,486129,1,1283380.56,6.751791666666667,486129,1,1283380.56,6.751791666666667
Ripple Effect Water Literacy Project,New Orleans,LA,29.91975,-90.08364,2025-09-26,1350545.51,1,3565440.1464,18.75757652777778,1350545.51,1,3565440.1464,18.75757652777778
Riverside Community College District/Riverside City College,Riverside,CA,33.97119,-117.3811,2025-09-26,147749.95999999996,1,390059.89439999993,2.0520827777777773,147749.95999999996,1,390059.89439999993,2.0520827777777773
Rochester Institute of Technology,Rochester,NY,43.09217,-77.67477,2025-09-26,1151551.46,4,3040095.8544,15.993770277777777,1151551.46,4,3040095.8544,15.993770277777777
Rowan University,Glassboro,NJ,39.70772,-75.1169,2025-09-26,183759.68,1,485125.5552,2.552217777777778,183759.68,1,485125.5552,2.552217777777778
Rutgers University New Brunswick,New Brunswick,NJ,40.4777,-74.4255,2025-09-26,1371784.08,3,3621509.9712000005,19.052556666666668,1371784.08,3,3621509.9712000005,19.052556666666668
Rutgers University Newark,Newark,NJ,40.74054,-74.17268,2025-09-26,1803975.4,4,4762495.056,25.05521388888889,1803975.4,4,4762495.056,25.05521388888889
SRI International,Menlo Park,CA,37.45659,-122.17531,2025-09-26,10039306.68,2,26503769.6352,139.43481500000001,10039306.68,2,26503769.6352,139.43481500000001
SUNY Albany,Albany,NY,42.69171,-73.82559,2025-09-26,2645122.3,3,6983122.8719999995,36.737809722222224,2645122.3,3,6983122.8719999995,36.737809722222224
SUNY Buffalo,Amherst,NY,43.00307,-78.78592,2025-09-26,3068527.1299999994,7,8100911.623199998,42.618432361111104,3068527.1299999994,7,8100911.623199998,42.618432361111104
SUNY College Geneseo,Geneseo,NY,42.79669,-77.82197,2025-09-26,316043.86,1,834355.7904,4.389498055555555,316043.86,1,834355.7904,4.389498055555555
SUNY College Oneonta,Oneonta,NY,42.46897,-75.06257,2025-09-26,52632.06,1,138948.6384,0.7310008333333333,52632.06,1,138948.6384,0.7310008333333333
SUNY College of Environmental Science and Forestry,Syracuse,NY,43.03472,-76.13635,2025-09-26,143521.13999999998,2,378895.8096,1.9933491666666665,143521.13999999998,2,378895.8096,1.9933491666666665
SUNY Empire State College,Saratoga Springs,NY,43.07732,-73.78246,2025-09-26,247976.66,1,654658.3824,3.444120277777778,247976.66,1,654658.3824,3.444120277777778
SUNY Onondaga Community College,Syracuse,NY,43.00435,-76.19812,2025-09-26,181187.21461187216,1,478334.2465753425,2.516489091831558,181187.21461187216,1,478334.2465753425,2.516489091831558
SUNY Stony Brook,Stony Brook,NY,40.91456,-73.12517,2025-09-26,1224373.1,4,3232344.984,17.00518194444445,1224373.1,4,3232344.984,17.00518194444445
"SageFox Consulting Group, LLC",Amherst,MA,42.37618,-72.51816,2025-09-26,117331.43,1,309754.9752,1.6296031944444445,117331.43,1,309754.9752,1.6296031944444445
Saint Louis University,Saint Louis,MO,38.63661,-90.23343,2025-09-26,270032.1060329068,1,712884.759926874,3.750445917123706,270032.1060329068,1,712884.759926874,3.750445917123706
Salem State University,Salem,MA,42.5055,-70.8907,2025-09-26,227130.11,1,599623.4904,3.154584861111111,227130.11,1,599623.4904,3.154584861111111
Salisbury University,Salisbury,MD,38.34617,-75.60555,2025-09-26,144678.28,1,381950.6592,2.0094205555555558,144678.28,1,381950.6592,2.0094205555555558
Sam Houston State University,Huntsville,TX,30.71443,-95.5496,2025-09-26,1634172.2,1,4314214.608,22.69683611111111,1634172.2,1,4314214.608,22.69683611111111
San Antonio College,San Antonio,TX,29.44491,-98.47412,2025-09-26,110047.55,1,290525.532,1.5284381944444445,110047.55,1,290525.532,1.5284381944444445
San Diego State University,San Diego,CA,32.76218,-117.06916,2025-09-26,1525624.5899999999,6,4027648.9176,21.189230416666664,1525624.5899999999,6,4027648.9176,21.189230416666664
San Francisco State University,San Francisco,CA,37.72091,-122.47607000000001,2025-09-26,1324350.07,1,3496284.1848000004,18.393750972222225,1373352.86,2,3625651.5504000005,19.07434527777778
San Jacinto College District,Pasadena,TX,29.64839,-95.17216,2025-09-26,377145.22,1,995663.3807999999,5.238128055555555,377145.22,1,995663.3807999999,5.238128055555555
San Jose State University,San Jose,CA,37.34094,-121.88941,2025-09-26,2375993.18,5,6272621.995200001,32.999905277777785,2375993.18,5,6272621.995200001,32.999905277777785
Santa Clara University,Santa Clara,CA,37.34893,-121.93678,2025-09-26,0,0,0,0,779363.78,1,2057520.3792,10.824496944444446
Santa Fe Institute,Santa Fe,NM,35.70026,-105.90849,2025-09-26,465918.94,1,1230026.0016,6.471096388888889,465918.94,1,1230026.0016,6.471096388888889
Santa Monica College,Santa Monica,CA,34.0151,-118.47206,2025-09-26,646696.6599999999,1,1707279.1823999998,8.981898055555554,646696.6599999999,1,1707279.1823999998,8.981898055555554
Science Museum of Minnesota,Saint Paul,MN,44.94325,-93.0978,2025-09-26,511754.77,1,1351032.5928000002,7.10770513888889,511754.77,1,1351032.5928000002,7.10770513888889
Seattle Community College District Office,Seattle,WA,47.61438,-122.3218,2025-09-26,1109301,1,2928554.64,15.406958333333334,1109301,1,2928554.64,15.406958333333334
Seattle Pacific University,Seattle,WA,47.65012,-122.36087,2025-09-26,194667.11,1,513921.1704,2.7037098611111112,194667.11,1,513921.1704,2.7037098611111112
Seattle University,Seattle,WA,47.61075,-122.31871,2025-09-26,680872.48,2,1797503.3472,9.456562222222223,680872.48,2,1797503.3472,9.456562222222223
Shakopee Mdewakanton Sioux Community,Prior Lake,MN,44.73624,-93.47294,2025-09-26,156448.6,1,413024.30400000006,2.1728972222222223,156448.6,1,413024.30400000006,2.1728972222222223
Shaw University,Raleigh,NC,35.77033,-78.63775,2025-09-26,333333.3333333333,1,880000,4.62962962962963,333333.3333333333,1,880000,4.62962962962963
Sierra Streams Institute,Nevada City,CA,39.24855,-121.01673,2025-09-26,34669.34,1,91527.0576,0.4815186111111111,34669.34,1,91527.0576,0.4815186111111111
Smart Girls HQ LLC,Charlotte,NC,35.22919,-80.83492,2025-09-26,179416.1643835617,1,473658.67397260293,2.4918911719939127,179416.1643835617,1,473658.67397260293,2.4918911719939127
Society for Personality and Social Psychology,Annandale,VA,38.84929,-77.19612,2025-09-26,16543.640000000014,1,43675.20960000004,0.229772777777778,230827.85,2,609385.5240000001,3.2059423611111115
Society of Women Engineers,Chicago,IL,41.88492,-87.62312,2025-09-26,3105927,1,8199647.28,43.137875,3105927,1,8199647.28,43.137875
South Dakota School of Mines and Technology,Rapid City,SD,44.07537,-103.20833,2025-09-26,188987.43000000005,1,498926.8152000002,2.6248254166666674,188987.43000000005,1,498926.8152000002,2.6248254166666674
Southern California Tribal Chairmens Association,Pala,CA,33.36239,-117.09352,2025-09-26,715395.87,1,1888645.0968000002,9.936053750000001,715395.87,1,1888645.0968000002,9.936053750000001
Southern Connecticut State University,New Haven,CT,41.33229,-72.94458,2025-09-26,2729416.83,1,7205660.4312,37.90856708333334,2729416.83,1,7205660.4312,37.90856708333334
Southern Illinois University at Edwardsville,Edwardsville,IL,38.79305,-89.99614,2025-09-26,178668.17,2,471683.96880000003,2.4815023611111116,178668.17,2,471683.96880000003,2.4815023611111116
Southern Methodist University,Dallas,TX,32.84495,-96.78593,2025-09-26,0,0,0,0,2359009.14,1,6227784.129600001,32.76401583333334
Southern Utah University,Cedar City,UT,37.6744,-113.06873,2025-09-26,13832.48,1,36517.7472,0.19211777777777778,13832.48,1,36517.7472,0.19211777777777778
Southwestern College,Chula Vista,CA,32.64348,-116.99809,2025-09-26,393156.48,1,1037933.1072,5.460506666666666,393156.48,1,1037933.1072,5.460506666666666
Spelman College,Atlanta,GA,33.74525,-84.41146,2025-09-26,242454.54,3,640079.9856,3.367424166666667,242454.54,3,640079.9856,3.367424166666667
St. Catherine University,Saint Paul,MN,44.92482,-93.18234,2025-09-26,503776.22,3,1329969.2208,6.996891944444444,503776.22,3,1329969.2208,6.996891944444444
St. Jude Children's Research Hospital,Memphis,TN,35.15435,-90.04362,2025-09-26,1390550,1,3671052,19.313194444444445,1390550,1,3671052,19.313194444444445
St. Mary's University San Antonio,San Antonio,TX,29.45193,-98.5606,2025-09-26,93938.27000000002,1,247997.03280000007,1.3046981944444447,93938.27000000002,1,247997.03280000007,1.3046981944444447
St. Petersburg College,Clearwater,FL,27.89942,-82.712,2025-09-26,1418739.09,1,3745471.1976000005,19.704709583333337,1418739.09,1,3745471.1976000005,19.704709583333337
Stanford University,Stanford,CA,37.42685,-122.17047,2025-09-26,306568.17999999993,6,809339.9951999999,4.257891388888888,306568.17999999993,6,809339.9951999999,4.257891388888888
"Start International, Inc.",Fort Collins,CO,40.58109,-105.09416,2025-09-26,0,0,0,0,0,0,0,0
Stevens Institute of Technology,Hoboken,NJ,40.73496,-74.02739,2025-09-26,1795.7999999999884,1,4740.911999999969,0.024941666666666504,1795.7999999999884,1,4740.911999999969,0.024941666666666504
Syracuse University,Syracuse,NY,43.04935,-76.13805,2025-09-26,3829366.347962963,4,10109527.158622222,53.18564372170782,3829366.347962963,4,10109527.158622222,53.18564372170782
TERC Inc.,Cambridge,MA,42.39162,-71.12299,2025-09-26,2560856.81,5,6760661.9784,35.56745569444445,2560856.81,5,6760661.9784,35.56745569444445
Teachers Development Group,Portland,OR,45.50465,-122.65544,2025-09-26,435280.46,1,1149140.4144000001,6.045561944444445,435280.46,1,1149140.4144000001,6.045561944444445
Temple University,Philadelphia,PA,39.98027,-75.15705,2025-09-26,268174.32999999996,1,707980.2311999999,3.7246434722222217,268174.32999999996,1,707980.2311999999,3.7246434722222217
Tennessee State University,Nashville,TN,36.1683,-86.8256,2025-09-26,2512670.69,2,6633450.6216,34.89820402777778,2512670.69,2,6633450.6216,34.89820402777778
Texas A&M International University,Laredo,TX,27.57269,-99.43532,2025-09-26,555729.64,2,1467126.2496000002,7.718467222222222,555729.64,2,1467126.2496000002,7.718467222222222
Texas A&M University,College Station,TX,30.60588,-96.36877,2025-09-26,3767724.189122486,10,9946791.859283363,52.3295026267012,3767724.189122486,10,9946791.859283363,52.3295026267012
Texas A&M University Corpus Christi,Corpus Christi,TX,27.71357,-97.32472,2025-09-26,565290.1599999999,2,1492366.0224,7.851252222222222,565290.1599999999,2,1492366.0224,7.851252222222222
Texas A&M University-San Antonio,San Antonio,TX,29.30493,-98.5243,2025-09-26,114804.33,1,303083.4312,1.5945045833333333,114804.33,1,303083.4312,1.5945045833333333
Texas Christian University,Fort Worth,TX,32.70689,-97.36173,2025-09-26,18520.330000000016,1,48893.67120000005,0.25722680555555577,18520.330000000016,1,48893.67120000005,0.25722680555555577
Texas Southern University,Houston,TX,29.72142,-95.35927,2025-09-26,290722.91,2,767508.4824,4.037818194444444,290722.91,2,767508.4824,4.037818194444444
Texas State University - San Marcos,San Marcos,TX,29.88877,-97.93744,2025-09-26,923198.69,3,2437244.5416,12.822204027777778,923198.69,3,2437244.5416,12.822204027777778
Texas Tech University,Lubbock,TX,33.58551,-101.87713,2025-09-26,1400052.3899999997,6,3696138.3095999993,19.44517208333333,1400052.3899999997,6,3696138.3095999993,19.44517208333333
